time,temperature_2m_mean,precipitation_sum
2023-01-01,10.1,0.0
2023-01-02,9.1,0.0
2023-01-03,9.1,0.7
2023-01-04,6.8,0.0
2023-01-05,6.5,0.0
2023-01-06,6.9,0.0
2023-01-07,5.9,0.0
2023-01-08,11.0,0.3
2023-01-09,9.5,0.0
2023-01-10,6.6,0.0
2023-01-11,8.6,0.0
2023-01-12,6.6,0.0
2023-01-13,7.4,0.0
2023-01-14,7.0,0.0
2023-01-15,7.0,0.0
2023-01-16,7.2,0.0
2023-01-17,9.3,0.0
2023-01-18,4.4,0.0
2023-01-19,5.1,1.5
2023-01-20,7.4,0.0
2023-01-21,3.0,0.0
2023-01-22,2.6,0.0
2023-01-23,1.9,0.0
2023-01-24,0.9,0.0
2023-01-25,4.0,0.2
2023-01-26,4.2,0.0
2023-01-27,2.3,0.0
2023-01-28,2.7,0.0
2023-01-29,1.1,0.0
2023-01-30,1.2,0.0
2023-01-31,3.0,0.0
2023-02-01,4.0,0.0
2023-02-02,4.9,0.0
2023-02-03,6.6,0.0
2023-02-04,8.7,0.0
2023-02-05,7.9,0.0
2023-02-06,3.3,4.5
2023-02-07,4.3,0.5
2023-02-08,3.8,11.3
2023-02-09,3.4,2.5
2023-02-10,2.0,0.0
2023-02-11,1.7,0.0
2023-02-12,2.2,0.0
2023-02-13,4.4,0.0
2023-02-14,4.6,0.0
2023-02-15,4.8,0.0
2023-02-16,5.3,0.0
2023-02-17,6.2,0.0
2023-02-18,7.1,0.0
2023-02-19,10.4,0.0
2023-02-20,10.7,0.0
2023-02-21,10.0,1.5
2023-02-22,8.4,0.5
2023-02-23,7.3,1.2
2023-02-24,4.1,0.0
2023-02-25,4.6,0.4
2023-02-26,4.4,0.0
2023-02-27,0.4,0.0
2023-02-28,4.3,0.0
2023-03-01,1.5,0.0
2023-03-02,3.2,0.0
2023-03-03,4.9,0.0
2023-03-04,3.5,0.0
2023-03-05,6.5,0.0
2023-03-06,8.1,1.5
2023-03-07,10.8,0.2
2023-03-08,13.7,0.0
2023-03-09,14.0,1.5
2023-03-10,14.1,0.0
2023-03-11,18.8,0.0
2023-03-12,16.9,0.0
2023-03-13,17.7,0.0
2023-03-14,12.7,0.0
2023-03-15,10.5,0.0
2023-03-16,11.9,0.0
2023-03-17,9.8,0.0
2023-03-18,9.9,1.3
2023-03-19,10.4,0.9
2023-03-20,10.6,0.0
2023-03-21,11.5,0.0
2023-03-22,11.9,0.0
2023-03-23,13.7,0.0
2023-03-24,14.8,0.0
2023-03-25,12.4,0.0
2023-03-26,15.0,0.0
2023-03-27,10.4,0.0
2023-03-28,10.6,0.0
2023-03-29,11.6,0.0
2023-03-30,16.3,0.0
2023-03-31,18.9,0.0
2023-04-01,13.7,0.4
2023-04-02,10.8,0.0
2023-04-03,10.5,0.0
2023-04-04,8.8,0.4
2023-04-05,9.4,0.0
2023-04-06,10.1,0.0
2023-04-07,10.8,0.0
2023-04-08,11.9,0.0
2023-04-09,12.9,0.0
2023-04-10,14.1,0.0
2023-04-11,13.4,0.0
2023-04-12,16.6,0.0
2023-04-13,12.1,0.0
2023-04-14,12.9,1.1
2023-04-15,14.6,0.0
2023-04-16,12.3,0.0
2023-04-17,10.7,0.0
2023-04-18,10.1,0.4
2023-04-19,11.2,0.0
2023-04-20,14.0,0.0
2023-04-21,15.4,0.0
2023-04-22,12.7,3.3
2023-04-23,14.7,0.2
2023-04-24,15.2,0.0
2023-04-25,17.1,0.0
2023-04-26,16.5,0.0
2023-04-27,16.0,0.0
2023-04-28,18.0,0.0
2023-04-29,19.3,5.3
2023-04-30,16.4,0.3
2023-05-01,15.8,0.1
2023-05-02,14.4,0.0
2023-05-03,15.3,0.0
2023-05-04,15.4,0.0
2023-05-05,15.9,0.0
2023-05-06,16.2,0.0
2023-05-07,15.0,9.5
2023-05-08,15.4,0.0
2023-05-09,17.3,0.2
2023-05-10,15.2,0.0
2023-05-11,13.3,0.1
2023-05-12,11.4,9.3
2023-05-13,10.9,10.7
2023-05-14,12.7,7.5
2023-05-15,14.7,0.0
2023-05-16,13.8,0.0
2023-05-17,13.5,0.0
2023-05-18,12.3,3.3
2023-05-19,12.4,0.4
2023-05-20,12.2,3.2
2023-05-21,13.4,0.3
2023-05-22,12.9,1.8
2023-05-23,13.7,3.2
2023-05-24,15.0,2.5
2023-05-25,13.1,18.1
2023-05-26,12.8,9.7
2023-05-27,15.2,0.4
2023-05-28,14.6,3.7
2023-05-29,15.6,1.6
2023-05-30,14.9,3.6
2023-05-31,16.1,0.8
2023-06-01,14.7,10.1
2023-06-02,14.9,0.7
2023-06-03,15.0,1.5
2023-06-04,15.3,15.9
2023-06-05,16.0,0.7
2023-06-06,16.5,0.3
2023-06-07,15.3,1.1
2023-06-08,16.3,0.2
2023-06-09,19.9,0.0
2023-06-10,20.3,0.0
2023-06-11,18.7,8.3
2023-06-12,18.8,1.6
2023-06-13,18.0,3.5
2023-06-14,19.8,0.9
2023-06-15,20.4,0.0
2023-06-16,21.0,0.0
2023-06-17,22.4,0.0
2023-06-18,20.5,0.0
2023-06-19,20.9,0.0
2023-06-20,21.8,0.1
2023-06-21,22.0,10.8
2023-06-22,21.3,3.1
2023-06-23,21.8,0.0
2023-06-24,22.9,0.0
2023-06-25,24.7,0.0
2023-06-26,25.1,0.0
2023-06-27,23.4,0.0
2023-06-28,22.2,0.0
2023-06-29,22.4,9.8
2023-06-30,20.1,0.1
2023-07-01,20.3,0.6
2023-07-02,21.7,0.2
2023-07-03,20.9,4.4
2023-07-04,21.1,1.5
2023-07-05,20.6,0.5
2023-07-06,20.1,3.2
2023-07-07,21.3,0.2
2023-07-08,22.8,0.0
2023-07-09,23.9,0.0
2023-07-10,24.3,0.0
2023-07-11,26.3,0.0
2023-07-12,24.8,0.0
2023-07-13,22.0,0.0
2023-07-14,22.5,0.0
2023-07-15,23.2,0.0
2023-07-16,22.0,0.1
2023-07-17,23.2,0.0
2023-07-18,26.7,0.0
2023-07-19,26.1,0.4
2023-07-20,23.9,0.0
2023-07-21,22.8,0.1
2023-07-22,22.0,1.4
2023-07-23,23.5,0.6
2023-07-24,24.2,0.0
2023-07-25,21.7,0.2
2023-07-26,20.8,0.2
2023-07-27,21.7,0.3
2023-07-28,22.3,0.0
2023-07-29,22.9,0.0
2023-07-30,23.1,0.0
2023-07-31,22.9,1.0
2023-08-01,24.6,0.0
2023-08-02,24.8,0.0
2023-08-03,23.6,0.6
2023-08-04,19.8,0.1
2023-08-05,20.8,0.0
2023-08-06,21.4,0.0
2023-08-07,20.3,1.1
2023-08-08,21.4,0.3
2023-08-09,22.8,0.0
2023-08-10,26.9,0.0
2023-08-11,23.7,0.0
2023-08-12,23.3,0.0
2023-08-13,22.5,0.0
2023-08-14,21.5,0.0
2023-08-15,22.3,0.0
2023-08-16,22.7,0.0
2023-08-17,23.1,0.0
2023-08-18,22.9,0.0
2023-08-19,24.1,0.0
2023-08-20,25.4,0.0
2023-08-21,27.0,0.0
2023-08-22,27.5,0.0
2023-08-23,27.7,0.0
2023-08-24,27.0,0.0
2023-08-25,25.4,0.0
2023-08-26,22.9,5.6
2023-08-27,19.0,7.1
2023-08-28,19.9,0.0
2023-08-29,19.6,0.0
2023-08-30,18.8,0.0
2023-08-31,18.6,0.0
2023-09-01,19.9,0.0
2023-09-02,16.9,6.4
2023-09-03,18.1,30.0
2023-09-04,20.3,0.3
2023-09-05,20.9,0.0
2023-09-06,19.9,0.2
2023-09-07,19.2,0.0
2023-09-08,19.3,0.1
2023-09-09,18.9,0.0
2023-09-10,19.5,0.0
2023-09-11,19.3,0.1
2023-09-12,18.6,5.9
2023-09-13,18.6,0.7
2023-09-14,18.6,1.9
2023-09-15,17.1,9.9
2023-09-16,17.5,2.0
2023-09-17,18.8,0.6
2023-09-18,18.8,0.1
2023-09-19,17.4,1.1
2023-09-20,17.3,0.0
2023-09-21,18.7,0.0
2023-09-22,16.5,0.0
2023-09-23,15.1,0.0
2023-09-24,16.5,0.0
2023-09-25,17.8,0.0
2023-09-26,17.9,0.0
2023-09-27,19.1,0.0
2023-09-28,19.2,0.0
2023-09-29,20.3,0.0
2023-09-30,21.0,0.0
2023-10-01,21.8,0.0
2023-10-02,19.6,0.0
2023-10-03,19.2,0.0
2023-10-04,19.2,0.0
2023-10-05,19.4,0.0
2023-10-06,20.2,0.0
2023-10-07,18.9,0.0
2023-10-08,18.2,0.0
2023-10-09,17.4,0.0
2023-10-10,17.5,0.0
2023-10-11,17.1,0.0
2023-10-12,16.9,0.0
2023-10-13,17.5,0.0
2023-10-14,18.8,0.7
2023-10-15,15.7,2.9
2023-10-16,16.3,13.3
2023-10-17,16.0,0.0
2023-10-18,18.0,0.0
2023-10-19,16.4,8.1
2023-10-20,14.1,1.2
2023-10-21,12.4,0.0
2023-10-22,11.8,2.5
2023-10-23,15.4,0.1
2023-10-24,14.0,0.0
2023-10-25,16.5,0.0
2023-10-26,17.2,0.0
2023-10-27,13.4,0.0
2023-10-28,14.5,0.0
2023-10-29,14.6,0.0
2023-10-30,13.7,1.2
2023-10-31,10.7,0.0
2023-11-01,13.4,0.6
2023-11-02,14.7,3.7
2023-11-03,10.0,0.0
2023-11-04,12.7,0.8
2023-11-05,11.6,0.0
2023-11-06,9.6,0.0
2023-11-07,8.5,0.0
2023-11-08,7.5,0.0
2023-11-09,11.9,0.8
2023-11-10,11.6,0.0
2023-11-11,15.5,0.2
2023-11-12,15.1,0.0
2023-11-13,15.0,0.0
2023-11-14,15.7,0.0
2023-11-15,14.2,0.0
2023-11-16,14.4,0.0
2023-11-17,12.8,0.0
2023-11-18,12.6,0.0
2023-11-19,15.3,0.0
2023-11-20,12.9,0.0
2023-11-21,10.3,1.1
2023-11-22,9.9,0.0
2023-11-23,9.1,0.0
2023-11-24,10.8,0.0
2023-11-25,11.4,0.0
2023-11-26,8.3,0.0
2023-11-27,11.3,0.0
2023-11-28,12.6,0.0
2023-11-29,12.8,0.0
2023-11-30,15.1,0.0
2023-12-01,12.3,2.6
2023-12-02,8.2,0.0
2023-12-03,5.6,0.0
2023-12-04,7.8,0.5
2023-12-05,7.1,0.0
2023-12-06,6.1,0.0
2023-12-07,7.6,3.4
2023-12-08,9.8,0.1
2023-12-09,10.5,0.0
2023-12-10,12.3,0.0
2023-12-11,13.9,0.0
2023-12-12,15.5,0.0
2023-12-13,11.3,0.0
2023-12-14,8.3,0.0
2023-12-15,9.7,0.0
2023-12-16,5.6,0.0
2023-12-17,6.3,0.0
2023-12-18,6.1,0.0
2023-12-19,9.2,0.0
2023-12-20,7.7,0.2
2023-12-21,9.9,0.0
2023-12-22,10.8,0.0
2023-12-23,7.5,0.0
2023-12-24,6.8,0.0
2023-12-25,7.2,0.0
2023-12-26,8.2,0.0
2023-12-27,7.5,0.0
2023-12-28,8.3,0.0
2023-12-29,10.2,0.0
2023-12-30,7.6,0.0
2023-12-31,8.3,0.0
2024-01-01,6.3,0.0
2024-01-02,7.8,0.0
2024-01-03,14.0,0.0
2024-01-04,9.7,0.1
2024-01-05,6.8,1.6
2024-01-06,6.0,0.0
2024-01-07,5.3,0.0
2024-01-08,4.4,0.0
2024-01-09,5.2,0.0
2024-01-10,5.6,0.8
2024-01-11,4.4,3.3
2024-01-12,2.4,0.0
2024-01-13,6.8,0.0
2024-01-14,12.1,0.3
2024-01-15,11.5,0.0
2024-01-16,12.6,0.0
2024-01-17,12.6,0.8
2024-01-18,13.0,0.0
2024-01-19,6.8,13.6
2024-01-20,5.5,0.7
2024-01-21,5.1,0.0
2024-01-22,7.9,0.0
2024-01-23,9.5,0.0
2024-01-24,14.1,0.0
2024-01-25,14.6,0.0
2024-01-26,14.9,0.0
2024-01-27,13.2,0.0
2024-01-28,10.9,0.0
2024-01-29,8.7,0.0
2024-01-30,7.9,0.0
2024-01-31,7.3,0.0
2024-02-01,8.1,0.0
2024-02-02,7.9,0.0
2024-02-03,8.8,0.0
2024-02-04,10.7,0.0
2024-02-05,11.6,0.0
2024-02-06,10.7,0.0
2024-02-07,10.8,0.0
2024-02-08,11.9,0.0
2024-02-09,10.1,3.2
2024-02-10,9.3,0.0
2024-02-11,7.4,0.0
2024-02-12,10.9,0.0
2024-02-13,11.9,0.0
2024-02-14,11.7,0.0
2024-02-15,11.9,1.2
2024-02-16,9.9,2.6
2024-02-17,9.8,0.0
2024-02-18,10.0,0.0
2024-02-19,10.9,0.0
2024-02-20,10.1,0.0
2024-02-21,10.4,0.0
2024-02-22,13.6,0.0
2024-02-23,8.1,1.7
2024-02-24,7.0,0.0
2024-02-25,9.7,2.4
2024-02-26,9.4,2.8
2024-02-27,6.6,1.1
2024-02-28,7.8,0.0
2024-02-29,9.4,0.0
2024-03-01,8.4,0.1
2024-03-02,7.6,2.2
2024-03-03,6.1,0.3
2024-03-04,8.3,0.0
2024-03-05,7.8,0.0
2024-03-06,7.6,0.0
2024-03-07,7.6,1.2
2024-03-08,7.9,4.5
2024-03-09,6.6,3.1
2024-03-10,8.0,1.1
2024-03-11,8.2,0.0
2024-03-12,8.4,0.0
2024-03-13,9.3,0.0
2024-03-14,11.4,0.1
2024-03-15,13.5,0.0
2024-03-16,13.3,0.0
2024-03-17,15.5,0.0
2024-03-18,15.1,0.0
2024-03-19,14.8,0.0
2024-03-20,13.2,0.0
2024-03-21,13.7,0.2
2024-03-22,16.2,0.0
2024-03-23,14.5,0.0
2024-03-24,11.3,0.0
2024-03-25,8.2,10.8
2024-03-26,9.3,0.5
2024-03-27,9.2,0.6
2024-03-28,13.1,0.3
2024-03-29,12.6,6.2
2024-03-30,7.8,2.7
2024-03-31,7.9,4.8
2024-04-01,9.2,0.2
2024-04-02,9.3,0.0
2024-04-03,12.2,0.0
2024-04-04,12.5,0.0
2024-04-05,15.0,0.0
2024-04-06,15.1,0.0
2024-04-07,16.8,0.1
2024-04-08,16.7,0.0
2024-04-09,11.5,0.0
2024-04-10,12.3,0.0
2024-04-11,12.3,0.0
2024-04-12,14.6,0.0
2024-04-13,17.1,0.0
2024-04-14,17.5,0.0
2024-04-15,17.3,0.0
2024-04-16,15.0,0.0
2024-04-17,11.9,0.0
2024-04-18,12.0,0.0
2024-04-19,9.4,0.1
2024-04-20,11.9,0.0
2024-04-21,12.1,0.0
2024-04-22,9.3,0.8
2024-04-23,8.5,0.0
2024-04-24,9.4,0.0
2024-04-25,10.1,0.7
2024-04-26,9.9,1.1
2024-04-27,12.5,0.4
2024-04-28,10.6,1.5
2024-04-29,9.7,5.0
2024-04-30,10.9,1.3
2024-05-01,12.1,0.7
2024-05-02,10.0,0.7
2024-05-03,12.0,0.0
2024-05-04,15.2,0.0
2024-05-05,17.2,0.4
2024-05-06,15.3,2.6
